model,term,coef,std_err,p_value,ci_lower,ci_upper
ardl,imports_lag3.L3,0.03692904575780001,0.05830338050415738,0.5283528844568729,,
ardl,imports_lag3.L4,0.020339888158125263,0.06073365638510834,0.7386088282892818,,
ardl,policy_rate_lag3.L0,-0.004130387934324367,0.031227146477247128,0.8951164415530115,,
ardl,policy_rate_lag3.L1,0.06298583680580006,0.03888904698906893,0.10940072332166002,,
ardl,policy_rate_lag3.L2,-0.0840258897289195,0.09765887450359205,0.3922386208140714,,
ardl,policy_rate_lag3.L3,-0.12107900856962722,0.07241936251894655,0.098600339050831,,
ardl,policy_rate_lag3.L4,0.015607630709057352,0.07669204236649425,0.839272962149526,,
ardl,renewable_energy_roll4_mean_lag4.L0,24.79306103162652,15.15271758916083,0.10587647702745331,,
ardl,renewable_energy_roll4_mean_lag4.L1,-0.6263442173900842,16.771661483713423,0.9703062678144607,,
ardl,renewable_energy_roll4_mean_lag4.L2,-15.67006876289475,15.137782573946833,0.3038330413514035,,
ardl,renewable_energy_roll4_mean_lag4.L3,-3.8416916715562266,11.278011243706983,0.7343055890653362,,
ardl,renewable_energy_roll4_mean_lag4.L4,12.788777102080854,7.058891392317902,0.07392765370916514,,
ardl,renewable_energy_roll4_std_lag1.L0,-0.45573704143884886,4.620079775615421,0.9216783282684283,,
ardl,renewable_energy_roll4_std_lag1.L1,-1.6613219583041596,6.430858421407652,0.7968369056523156,,
ardl,renewable_energy_roll4_std_lag1.L2,4.967389977096545,2.910070374592709,0.0918583017640624,,
ardl,renewable_energy_roll4_std_lag1.L3,-1.6023942429894813,2.366946667047819,0.500442474073556,,
ardl,renewable_energy_roll4_std_lag1.L4,4.922617019423555,2.8909935527829385,0.09265009358954028,,
ardl,renewable_energy_roll4_std_lag3.L0,4.967389977096541,2.910070374592709,0.0918583017640626,,
ardl,renewable_energy_roll4_std_lag3.L1,-1.6023942429894626,2.3669466670478116,0.5004424740735595,,
ardl,renewable_energy_roll4_std_lag3.L2,4.922617019423511,2.8909935527829447,0.09265009358954389,,
ardl,renewable_energy_roll4_std_lag3.L3,0.9055756034389724,6.779376002416302,0.8940847699655657,,
ardl,renewable_energy_roll4_std_lag3.L4,-15.369771165827007,5.265770947544461,0.004604932688133001,,
ardl,forest_area_roll4_std_lag2.L0,-0.1929425342851836,1.6407155219223113,0.9066935268188747,,
ardl,forest_area_roll4_std_lag2.L1,3.3182339004266126,1.8549742279562242,0.07757509068067951,,
ardl,forest_area_roll4_std_lag2.L2,0.21918187303890546,0.848244537292067,0.7967917570134972,,
ardl,forest_area_roll4_std_lag2.L3,-0.0009140086436503214,0.4875353571175742,0.9985090125701015,,
ardl,forest_area_roll4_std_lag2.L4,0.5036595390448694,0.5291663255612449,0.34417754743007706,,
ardl,forest_area_roll4_std_lag4.L0,0.21918187303891856,0.8482445372920674,0.7967917570134855,,
ardl,forest_area_roll4_std_lag4.L1,-0.0009140086436657535,0.48753535711757484,0.9985090125700764,,
ardl,forest_area_roll4_std_lag4.L2,0.5036595390448831,0.5291663255612458,0.3441775474300649,,
ardl,forest_area_roll4_std_lag4.L3,-1.089127857710125,0.9675042121530124,0.2637853423486804,,
ardl,forest_area_roll4_std_lag4.L4,1.349239574219225,0.7239992782269971,0.06619144688248965,,
ardl,freshwater_withdraw_roll4_mean_lag4.L0,-0.24033933791879925,4.402158774336125,0.9566019009723641,,
ardl,freshwater_withdraw_roll4_mean_lag4.L1,-3.265763712409669,9.051089193599818,0.719226172450886,,
ardl,freshwater_withdraw_roll4_mean_lag4.L2,5.927057252840129,9.977295187756818,0.5542169958384492,,
ardl,freshwater_withdraw_roll4_mean_lag4.L3,-3.060144871980742,9.248716192659073,0.7416395772719426,,
ardl,freshwater_withdraw_roll4_mean_lag4.L4,0.9458124163779171,4.552277166999085,0.8359595337463767,,
ardl,freshwater_withdraw_roll4_std_lag2.L0,0.5736070965641167,1.7809349080759052,0.7482633754476211,,
ardl,freshwater_withdraw_roll4_std_lag2.L1,-0.7272837130537866,1.9188376310896191,0.7057139049856175,,
ardl,freshwater_withdraw_roll4_std_lag2.L2,1.157540559008753,1.3979005303950778,0.4101977235827648,,
ardl,freshwater_withdraw_roll4_std_lag2.L3,0.21391515969519004,1.9321690412079235,0.9121324426980825,,
ardl,freshwater_withdraw_roll4_std_lag2.L4,-0.41981771940807455,1.878821712424655,0.8237791132330471,,
ardl,freshwater_withdraw_roll4_std_lag4.L0,1.1575405590087442,1.3979005303950776,0.4101977235827682,,
ardl,freshwater_withdraw_roll4_std_lag4.L1,0.2139151596951745,1.932169041207922,0.9121324426980888,,
ardl,freshwater_withdraw_roll4_std_lag4.L2,-0.4198177194080692,1.878821712424655,0.8237791132330493,,
ardl,freshwater_withdraw_roll4_std_lag4.L3,0.650467643491698,3.7457320605565214,0.8625917945951238,,
ardl,freshwater_withdraw_roll4_std_lag4.L4,-0.9213763256249852,2.7769758704698853,0.7409483012804113,,
ardl,imports_roll4_mean_lag4.L0,0.013602961587206266,0.02052547133362916,0.5094788698716153,,
ardl,imports_roll4_mean_lag4.L1,-0.14859620311683364,0.20136374779964705,0.46278846979166166,,
ardl,imports_roll4_mean_lag4.L2,-0.020705330469759475,0.2119845067544204,0.9224451311820656,,
ardl,imports_roll4_mean_lag4.L3,0.05211170962152922,0.1926953188158276,0.7875485668792579,,
ardl,imports_roll4_mean_lag4.L4,-0.029865790317716412,0.10287404753416204,0.7723563564774482,,
ardl,imports_roll4_std_lag2.L0,-0.024717957778631672,0.043742702458265045,0.5736647079700569,,
ardl,imports_roll4_std_lag2.L1,0.056546699325323746,0.034185429258215896,0.1021749758022802,,
ardl,imports_roll4_std_lag2.L2,-0.08944419287046962,0.03762839203870665,0.019935436973279264,,
ardl,imports_roll4_std_lag2.L3,0.01797170306262552,0.09189184323463152,0.8454583884858816,,
ardl,imports_roll4_std_lag2.L4,0.05734954365212225,0.07612232895679809,0.45351509641638993,,
ardl,policy_rate_roll4_mean_lag4.L0,-0.03162785769814917,0.029615971250404098,0.2888876978542998,,
ardl,policy_rate_roll4_mean_lag4.L1,0.22498456117440568,0.2920030196582237,0.443368650401562,,
ardl,policy_rate_roll4_mean_lag4.L2,0.17033038075882967,0.29982767354819007,0.5716239159951457,,
ardl,policy_rate_roll4_mean_lag4.L3,-0.31560466909056445,0.24994940912771904,0.21051687268512725,,
ardl,policy_rate_roll4_mean_lag4.L4,0.09281128752277179,0.1278366297457489,0.47003077073621974,,
ardl,policy_rate_roll4_std_lag4.L0,-0.05680919005299148,0.06388065285992982,0.3766107427994413,,
ardl,policy_rate_roll4_std_lag4.L1,0.013831350081174115,0.04050377855339934,0.7336701854411534,,
ardl,policy_rate_roll4_std_lag4.L2,-0.03073497144571484,0.03909307544789789,0.43416325136474354,,
ardl,policy_rate_roll4_std_lag4.L3,-0.05144923861402169,0.04057992301644363,0.20867210694945643,,
ardl,policy_rate_roll4_std_lag4.L4,0.017016491189865007,0.06739698282760548,0.801341679252985,,
ardl,exchange_rate_roll4_std_lag1.L0,0.00033903864637669853,0.0005934694322996685,0.5694719817972934,,
ardl,exchange_rate_roll4_std_lag1.L1,-9.781880703923877e-05,0.0007639812965790522,0.8984525402762464,,
ardl,exchange_rate_roll4_std_lag1.L2,-0.00039481748320506493,0.00034158521977463636,0.2513209101490722,,
ardl,exchange_rate_roll4_std_lag1.L3,4.85949342768174e-05,0.0002495643543053426,0.8461257467759709,,
ardl,exchange_rate_roll4_std_lag1.L4,-0.00017327642143454653,0.000333548316482272,0.6049062947547303,,
ardl,exchange_rate_roll4_std_lag3.L0,-0.00039481748320506103,0.00034158521977463636,0.25132091014907687,,
ardl,exchange_rate_roll4_std_lag3.L1,4.859493427689722e-05,0.0002495643543053368,0.8461257467757178,,
ardl,exchange_rate_roll4_std_lag3.L2,-0.00017327647888086333,0.0003335483213454195,0.6049061805085735,,
ardl,exchange_rate_roll4_std_lag3.L3,0.0002520014604523524,0.0006930653865574351,0.7171500335725182,,
ardl,exchange_rate_roll4_std_lag3.L4,0.0003394141666184748,0.0005241280566448824,0.5191836318530518,,
glsar,const,6.169265924332038,0.9403961062978262,5.226499421195628e-10,,
glsar,q_2,-0.004853400557198212,0.027957607105465854,0.8623707606715829,,
glsar,q_3,-0.0024212147217412654,0.03149894738494159,0.9388127917156595,,
glsar,q_4,0.0009447710646022824,0.028462622051862965,0.9735561502067575,,
glsar,freshwater_withdraw_roll4_std,0.36521388942392724,1.7557558328118554,0.8354503675756295,,
glsar,population_density_roll4_std,-0.025051396227560804,0.0751639768020346,0.7392928707206703,,
glsar,inflation_roll4_std,-0.04760845615021801,0.0520095459459903,0.3611842039309688,,
glsar,imports_roll4_std,0.018544455973208328,0.028022561039127262,0.5089428529838029,,
glsar,renewable_energy_lag1,0.21034785098844067,1.1814625579590414,0.8588861933334274,,
glsar,population_density_lag2,-0.016505337669261277,0.04526508868835568,0.7157986716429442,,
glsar,imports_lag1,-0.0035417796660003288,0.012590846131135135,0.7787962323685517,,
glsar,imports_lag3,0.014478855254105612,0.015566574747856932,0.35351864131196487,,
glsar,policy_rate_lag3,-0.020193235234808773,0.01734941846324965,0.24595764127792102,,
glsar,renewable_energy_roll4_mean_lag4,34.17992925422399,4.519356882821671,1.7839140472973553e-12,,
glsar,renewable_energy_roll4_std_lag1,0.16048937938477364,2.0382366884546546,0.9373250686756353,,
glsar,renewable_energy_roll4_std_lag3,-0.31822534516791223,2.0657228030378345,0.8777379469367849,,
glsar,forest_area_roll4_std_lag2,-0.041952073669126705,0.377174685591749,0.9115567849315283,,
glsar,forest_area_roll4_std_lag4,0.030612833001837658,0.4292225306325822,0.943218856046304,,
glsar,freshwater_withdraw_roll4_mean_lag4,2.0437565736233427,4.069730797234984,0.6161347904635444,,
glsar,freshwater_withdraw_roll4_std_lag2,-0.2716731743584492,1.6821383845178985,0.8718721904656994,,
glsar,freshwater_withdraw_roll4_std_lag4,0.31122162940417464,1.7740878962683557,0.8609365559747204,,
glsar,imports_roll4_mean_lag4,-0.01040698678482483,0.06232610904768384,0.8675710190506112,,
glsar,imports_roll4_std_lag2,0.00942197024185605,0.026924146160291876,0.7267780492612613,,
glsar,policy_rate_roll4_mean_lag4,-0.04312769698142409,0.062017222995912155,0.4876679601451233,,
glsar,policy_rate_roll4_std_lag4,-0.016185545183673246,0.018094779536049474,0.37222362495422034,,
glsar,exchange_rate_roll4_std_lag1,0.00015310521241153162,0.0002183477375794925,0.48405991384704394,,
glsar,exchange_rate_roll4_std_lag3,0.0001104753058618578,0.00021624473376371186,0.6100435655503781,,
ridge,q_2,0.2119564508580602,,,0.040965173350188275,0.4152027475417863
